annual_income,monthly_income,loan_amount,existing_debts,debt_to_income_ratio,number_of_credit_cards,credit_utilization_ratio,payment_history,number_of_late_payments,loan_repayment_history,employment_length,age,savings_balance,previous_defaults,credit_history_length,creditworthiness
94100.0,8072.51,15500.0,78700.0,0.8363,3,0.984,Good,4,Defaulted,9.6,46,24300.0,No,5.5,Good
140100.0,11468.17,46600.0,46100.0,0.3291,1,0.942,Poor,3,Defaulted,21.9,70,4400.0,Yes,18.0,Bad
36900.0,3242.27,15300.0,500.0,0.0136,1,0.163,Fair,0,All Paid,8.8,25,21300.0,No,5.3,Good
150900.0,12415.21,50700.0,6600.0,0.0437,1,0.449,Good,1,All Paid,0.0,32,70000.0,No,11.5,Good
22200.0,1492.68,150000.0,1400.0,0.0631,6,0.359,Fair,3,Defaulted,3.5,44,2400.0,Yes,21.3,Bad
178600.0,14992.65,60800.0,15100.0,0.0845,1,0.276,Good,3,Mostly Paid,46.7,63,4700.0,No,25.2,Good
28200.0,2675.75,19600.0,11100.0,0.3936,5,0.682,Good,2,All Paid,24.7,67,7400.0,No,21.7,Good
87500.0,7120.52,85800.0,2400.0,0.0274,2,0.387,Fair,1,Delayed,20.2,69,23300.0,No,11.1,Good
38700.0,2911.03,6800.0,5000.0,0.1292,6,0.258,Fair,2,Delayed,4.9,24,18100.0,No,1.2,Good
137700.0,11565.98,50200.0,100100.0,0.7269,1,0.772,Fair,3,Mostly Paid,2.0,20,2000.0,No,1.4,Bad
66700.0,5373.7,5800.0,16300.0,0.2444,3,0.348,Fair,3,Delayed,16.2,46,2500.0,Yes,17.7,Good
29400.0,2557.33,11700.0,2700.0,0.0918,8,0.274,Fair,3,Delayed,0.9,61,5900.0,Yes,14.4,Bad
75000.0,6480.3,150000.0,70800.0,0.944,2,0.806,Poor,4,Defaulted,24.1,70,15000.0,Yes,30.3,Bad
54100.0,4574.46,20700.0,4500.0,0.0832,3,0.593,,2,Delayed,18.1,41,900.0,No,12.0,Bad
90400.0,7695.29,65100.0,63900.0,0.7069,2,0.911,Fair,3,Defaulted,35.1,75,9600.0,Yes,44.0,Bad
158900.0,13404.99,21500.0,61700.0,0.3883,3,0.637,Good,2,Defaulted,0.1,20,28400.0,No,0.7,Bad
54200.0,4714.66,69100.0,21900.0,0.4041,5,0.516,Good,6,Mostly Paid,8.8,37,15000.0,No,10.3,Bad
42300.0,3534.04,122800.0,18400.0,0.435,3,0.62,,3,Defaulted,23.1,63,3700.0,Yes,17.9,Bad
21000.0,1905.82,25000.0,4500.0,0.2143,2,0.334,Fair,3,Mostly Paid,1.3,32,3300.0,No,4.2,Bad
75600.0,6332.88,33700.0,38200.0,0.5053,6,0.795,Good,4,Defaulted,7.1,42,25900.0,No,8.8,Bad
53500.0,4536.6,39700.0,29000.0,0.5421,1,1.0,Fair,5,Defaulted,14.3,47,33400.0,Yes,9.2,Bad
50500.0,4818.68,100600.0,6800.0,0.1347,3,0.306,Good,2,Delayed,6.1,31,3100.0,No,6.6,Bad
33100.0,2806.65,15400.0,5100.0,0.1541,1,0.25,Poor,1,Mostly Paid,2.7,24,2400.0,No,3.4,Bad
56500.0,4408.78,38100.0,37200.0,0.6584,5,0.847,Fair,3,Delayed,5.1,34,32300.0,Yes,12.0,Bad
290600.0,24177.18,18700.0,64900.0,0.2233,3,0.447,Poor,4,Delayed,0.9,61,29800.0,Yes,28.5,Good
43000.0,3521.23,13600.0,26000.0,0.6047,2,0.615,Good,2,Mostly Paid,14.8,37,11400.0,No,6.2,Bad
79500.0,6572.04,8100.0,23500.0,0.2956,4,0.782,Poor,5,Delayed,22.0,53,15600.0,No,27.1,Bad
117400.0,9974.02,38900.0,31700.0,0.27,7,0.463,Good,2,Delayed,9.9,26,8400.0,No,6.4,Good
109900.0,9384.45,79800.0,1000.0,0.0091,2,0.235,Excellent,0,All Paid,38.0,55,23800.0,No,20.4,Good
45900.0,3803.87,20200.0,4500.0,0.098,0,0.424,Good,1,Delayed,16.2,65,10300.0,No,5.4,Good
81300.0,6496.63,33200.0,17000.0,0.2091,2,0.579,Fair,5,Defaulted,33.0,74,15100.0,Yes,14.0,Good
153200.0,12786.49,41000.0,40700.0,0.2657,2,0.314,Good,2,Mostly Paid,8.3,39,3700.0,No,14.4,Good
21000.0,1641.32,23700.0,6300.0,0.3,4,0.362,Good,2,Mostly Paid,28.5,71,22900.0,Yes,22.6,Good
57200.0,4808.75,86800.0,21600.0,0.3776,1,0.575,Fair,4,Mostly Paid,,70,,No,10.0,Good
36500.0,3017.47,20800.0,11700.0,0.3205,3,0.484,Fair,2,Mostly Paid,12.3,70,7900.0,No,20.4,Good
52000.0,4576.6,9700.0,29400.0,0.5654,2,0.803,Poor,4,Delayed,1.7,19,23100.0,No,0.5,Bad
55000.0,4638.29,10400.0,5800.0,0.1055,5,0.276,Good,2,Delayed,5.2,41,,No,17.4,Good
109200.0,8991.96,82500.0,33600.0,0.3077,4,,Fair,1,Mostly Paid,3.8,25,33000.0,No,5.8,Good
26400.0,1922.89,150000.0,400.0,0.0152,4,0.318,Good,4,All Paid,3.2,28,19300.0,No,4.1,Bad
66700.0,5548.73,16900.0,13100.0,0.1964,0,,Good,4,Defaulted,4.1,30,6400.0,No,2.6,Bad
74000.0,6157.78,10400.0,6900.0,0.0932,6,0.212,Fair,3,Delayed,2.2,34,8200.0,Yes,6.0,Bad
64300.0,5305.84,28000.0,9200.0,0.1431,1,0.383,Fair,3,Mostly Paid,0.2,25,30800.0,No,1.5,Good
105600.0,8955.06,48300.0,13900.0,0.1316,5,0.166,Good,1,Delayed,16.5,38,4200.0,No,6.6,Good
51500.0,4015.11,38200.0,1000.0,0.0194,8,0.067,Good,0,Mostly Paid,11.8,35,800.0,No,11.5,Good
208500.0,17222.49,110600.0,39300.0,0.1885,4,0.593,Good,2,Delayed,15.1,47,100400.0,No,9.1,Good
62700.0,5235.58,64600.0,98300.0,1.5678,8,0.663,Good,2,Mostly Paid,14.7,35,22100.0,No,8.7,Bad
75000.0,6138.1,76100.0,8000.0,0.1067,4,0.515,Good,3,Mostly Paid,44.7,63,54400.0,No,8.4,Good
133500.0,11053.66,32300.0,53400.0,0.4,2,0.931,Fair,3,Delayed,0.9,64,2100.0,No,16.1,Bad
40900.0,3396.28,18900.0,9700.0,0.2372,8,0.455,Good,2,All Paid,16.2,48,1900.0,No,4.0,Good
25100.0,2228.86,47300.0,3000.0,0.1195,4,0.344,Fair,4,Mostly Paid,2.5,55,1100.0,No,18.4,Good
100000.0,8313.22,25200.0,2800.0,0.028,1,0.174,Good,2,Delayed,25.9,49,23500.0,No,11.0,Good
62900.0,4847.73,16900.0,4600.0,0.0731,4,0.131,Good,0,All Paid,3.7,28,12200.0,No,7.8,Good
167400.0,13829.44,10800.0,76500.0,0.457,3,0.561,Excellent,3,Defaulted,31.4,62,15400.0,Yes,16.9,Good
283600.0,23732.49,31300.0,27800.0,0.098,2,0.455,Good,1,Mostly Paid,3.1,42,3900.0,No,12.3,Good
53100.0,4577.53,36600.0,2500.0,0.0471,6,0.333,Poor,1,Delayed,17.3,50,11300.0,Yes,25.9,Good
54900.0,4738.57,34400.0,6600.0,0.1202,1,0.552,Fair,3,Mostly Paid,18.6,55,9800.0,No,20.9,Good
54100.0,4728.57,9300.0,14200.0,0.2625,3,0.602,Poor,3,Defaulted,34.7,58,1800.0,Yes,18.5,Bad
45500.0,3815.35,34500.0,16600.0,0.3648,7,0.967,Poor,3,Mostly Paid,7.1,25,22300.0,No,1.3,Good
118900.0,9960.97,11500.0,17500.0,0.1472,3,0.519,Good,2,Defaulted,9.6,28,5800.0,No,7.4,Good
112500.0,9172.22,43100.0,23300.0,0.2071,5,0.425,Excellent,2,Mostly Paid,0.6,39,31100.0,No,12.1,Good
62300.0,4756.75,24600.0,11300.0,0.1814,3,0.618,Good,2,All Paid,13.5,68,27500.0,No,9.0,Good
23000.0,1633.15,71100.0,100.0,0.0043,2,0.44,Good,1,Delayed,1.7,41,4500.0,No,6.5,Bad
44100.0,3534.63,57700.0,6700.0,0.1519,1,0.253,Fair,3,Defaulted,3.8,58,3000.0,Yes,19.5,Bad
42500.0,3269.73,50100.0,11300.0,0.2659,3,0.549,Fair,3,Delayed,,34,3600.0,Yes,2.2,Bad
128300.0,10633.08,47200.0,32500.0,0.2533,1,0.327,Fair,1,All Paid,8.9,29,56200.0,No,7.2,Good
26000.0,2074.25,33800.0,10800.0,0.4154,4,0.544,Excellent,3,Delayed,,74,2300.0,Yes,14.8,Bad
126500.0,10729.23,7200.0,42100.0,0.3328,4,0.613,Good,2,Defaulted,39.2,63,35200.0,Yes,20.4,Bad
91900.0,7464.51,42300.0,8900.0,0.0968,6,0.275,Good,1,Defaulted,18.3,49,85400.0,Yes,8.6,Good
105700.0,8836.45,27000.0,9400.0,0.0889,5,0.724,Fair,4,Delayed,4.1,32,182400.0,No,6.6,Good
56800.0,4649.38,27200.0,10600.0,0.1866,3,0.345,Good,2,All Paid,0.2,33,9200.0,No,3.7,Good
94000.0,7632.02,21700.0,37200.0,0.3957,1,0.778,Fair,4,Mostly Paid,4.1,71,33400.0,No,27.9,Good
81000.0,6604.46,97600.0,2400.0,0.0296,3,0.399,Poor,1,Mostly Paid,15.8,39,75500.0,No,16.2,Good
115200.0,9189.75,15000.0,102400.0,0.8889,0,0.655,Fair,4,Defaulted,5.1,45,11300.0,Yes,18.6,Bad
58500.0,5024.67,18300.0,13700.0,0.2342,2,0.7,Fair,4,Delayed,7.7,37,3900.0,No,5.4,Bad
61600.0,5413.79,120400.0,6800.0,0.1104,4,0.539,Fair,3,Mostly Paid,12.0,50,2000.0,No,14.8,Good
87100.0,7204.84,63200.0,30900.0,0.3548,4,,Excellent,3,Defaulted,2.9,27,3100.0,Yes,4.0,Bad
27400.0,2289.15,5500.0,400.0,0.0146,4,0.508,Fair,3,Delayed,18.7,57,11000.0,No,31.0,Good
57300.0,4715.83,87800.0,11400.0,0.199,4,0.558,Excellent,2,Defaulted,11.0,49,10700.0,No,21.1,Good
252300.0,20860.98,14000.0,50400.0,0.1998,1,0.826,Poor,4,Defaulted,15.8,67,104900.0,Yes,8.8,Bad
22500.0,2015.98,47800.0,1200.0,0.0533,3,0.109,Excellent,0,Defaulted,9.5,50,7500.0,Yes,7.2,Bad
44700.0,3788.81,33200.0,24400.0,0.5459,1,0.63,Poor,2,Mostly Paid,0.8,19,10500.0,No,1.2,Bad
44500.0,3125.91,31900.0,21300.0,0.4787,2,0.515,Poor,3,Delayed,19.5,50,8900.0,No,7.0,Good
85200.0,6893.08,49300.0,4200.0,0.0493,3,0.065,Excellent,0,Mostly Paid,30.6,50,1300.0,No,25.3,Good
27300.0,1864.39,13100.0,3700.0,0.1355,4,0.215,Fair,2,Mostly Paid,3.8,58,11700.0,No,32.6,Good
84400.0,7344.42,11100.0,2700.0,0.032,3,0.569,Poor,3,All Paid,11.4,30,9600.0,No,8.4,Good
26500.0,2173.97,41900.0,15000.0,0.566,4,0.903,Poor,4,Delayed,22.0,47,4800.0,No,3.6,Bad
26500.0,2256.47,17000.0,3100.0,0.117,3,0.322,Good,2,Mostly Paid,1.8,50,600.0,No,14.5,Good
104700.0,8654.34,132700.0,18200.0,0.1738,7,0.474,Poor,3,Defaulted,7.4,30,58100.0,No,5.0,Bad
45500.0,4012.21,26000.0,5300.0,0.1165,0,0.434,Fair,1,Mostly Paid,21.5,69,21700.0,No,34.3,Good
266400.0,22372.14,9100.0,29700.0,0.1115,3,0.46,Excellent,1,Defaulted,18.0,43,42300.0,No,7.8,Good
22500.0,1831.9,45500.0,9300.0,0.4133,2,0.596,Fair,3,Mostly Paid,4.5,39,4400.0,No,8.1,Good
58300.0,5201.93,17800.0,24100.0,0.4134,1,0.559,Fair,3,Defaulted,8.0,56,14700.0,No,6.5,Bad
27800.0,2353.73,10600.0,6100.0,0.2194,4,0.277,Good,1,Delayed,2.3,19,2200.0,No,0.7,Good
48100.0,3716.31,24200.0,15500.0,0.3222,3,0.756,Fair,5,Defaulted,13.4,55,,No,29.7,Bad
300000.0,25020.0,121600.0,64500.0,0.215,8,0.371,Good,1,Mostly Paid,2.7,56,67800.0,No,29.6,Good
162800.0,13670.15,23600.0,1400.0,0.0086,5,0.241,Excellent,1,Mostly Paid,17.8,43,4100.0,No,16.3,Good
23200.0,1906.69,19900.0,500.0,0.0216,1,0.086,Good,1,Mostly Paid,15.4,63,3300.0,No,33.8,Good
73800.0,6067.7,25600.0,10700.0,0.145,3,0.267,Good,1,Mostly Paid,54.3,75,10500.0,No,14.4,Good
87800.0,7669.54,5400.0,36500.0,0.4157,4,0.773,Poor,4,Defaulted,18.9,67,8900.0,No,26.8,Good
35300.0,2704.49,10000.0,25900.0,0.7337,4,0.631,Fair,3,Mostly Paid,2.7,32,1900.0,No,6.7,Bad
30200.0,1963.92,71300.0,300.0,0.0099,5,0.136,Excellent,0,All Paid,17.1,51,3200.0,No,13.5,Good
172600.0,14707.14,138600.0,23800.0,0.1379,3,0.457,Good,1,Mostly Paid,15.1,59,14700.0,No,13.8,Good
245400.0,20204.79,11000.0,18600.0,0.0758,4,0.636,Fair,2,Mostly Paid,7.5,72,34400.0,No,38.9,Good
300000.0,24942.68,31800.0,120000.0,0.4,1,0.46,Good,2,All Paid,32.2,61,67900.0,No,19.3,Good
121400.0,10041.18,123700.0,68100.0,0.561,0,,Fair,3,Delayed,48.3,66,84300.0,Yes,29.7,Bad
90800.0,7813.02,11000.0,6300.0,0.0694,3,0.48,Poor,2,All Paid,11.9,57,3300.0,Yes,23.8,Good
47600.0,4253.64,12200.0,17700.0,0.3718,0,0.798,Good,5,Defaulted,4.1,28,20100.0,Yes,2.1,Bad
32200.0,2424.86,96500.0,12700.0,0.3944,4,0.628,Good,3,Delayed,2.7,20,2700.0,Yes,0.5,Bad
25300.0,2379.72,47800.0,1500.0,0.0593,2,0.082,Good,2,All Paid,4.3,23,5000.0,No,4.1,Good
96800.0,8334.35,10800.0,16500.0,0.1705,4,0.68,Fair,2,Delayed,0.8,26,15800.0,No,4.0,Good
119800.0,9987.2,22500.0,34800.0,0.2905,5,0.429,Good,2,All Paid,5.7,23,20000.0,No,4.0,Good
133800.0,11336.51,7000.0,1100.0,0.0082,5,0.087,Excellent,0,All Paid,0.0,26,34900.0,No,2.8,Good
179300.0,15148.23,24800.0,27900.0,0.1556,3,0.302,Fair,4,Defaulted,4.5,56,17700.0,Yes,27.4,Good
157800.0,13099.51,57700.0,8000.0,0.0507,5,0.156,Excellent,0,Mostly Paid,24.1,48,12600.0,No,21.1,Good
300000.0,24968.49,33300.0,70300.0,0.2343,4,0.425,Poor,3,All Paid,27.9,49,115500.0,No,11.7,Good
38200.0,3301.2,41500.0,21200.0,0.555,3,0.722,Poor,3,Delayed,13.9,58,2400.0,No,15.9,Good
113700.0,9149.3,18900.0,25400.0,0.2234,1,0.547,Poor,3,Delayed,4.4,67,5000.0,Yes,17.3,Bad
77400.0,6379.24,11200.0,900.0,0.0116,0,0.092,Good,2,All Paid,5.4,29,,No,1.5,Good
39700.0,3068.26,5500.0,400.0,0.0101,4,0.454,Good,1,Mostly Paid,7.3,25,2400.0,No,4.7,Good
280800.0,23684.72,65300.0,78400.0,0.2792,5,0.626,Poor,4,Defaulted,0.7,25,41500.0,Yes,2.3,Bad
168300.0,13951.88,40400.0,20100.0,0.1194,7,0.627,Fair,3,Delayed,49.4,67,26500.0,Yes,35.9,Good
28900.0,2463.61,14100.0,7400.0,0.2561,4,0.405,Good,1,Mostly Paid,15.3,45,,No,20.4,Good
21700.0,1764.65,24000.0,1200.0,0.0553,5,0.123,Fair,3,Mostly Paid,8.4,37,800.0,No,12.1,Good
95800.0,7926.64,61600.0,43100.0,0.4499,2,0.779,Fair,3,All Paid,18.1,64,26700.0,No,10.7,Good
80200.0,6725.53,32100.0,47400.0,0.591,0,1.0,Fair,4,Defaulted,5.7,24,23300.0,Yes,1.1,Bad
198500.0,16395.54,17500.0,120000.0,0.6045,7,0.788,Poor,5,Defaulted,4.0,28,200000.0,No,7.4,Bad
37300.0,3068.64,15900.0,4100.0,0.1099,3,0.58,Good,2,Delayed,1.6,37,17700.0,Yes,14.5,Good
25700.0,2100.5,13600.0,8300.0,0.323,5,0.486,Good,1,All Paid,14.2,33,13900.0,No,5.5,Good
39500.0,3207.02,65800.0,3900.0,0.0987,4,0.444,Excellent,2,Defaulted,3.2,21,13100.0,Yes,1.4,Bad
21200.0,1844.88,35500.0,9100.0,0.4292,1,0.548,Poor,2,Defaulted,0.6,23,4600.0,No,2.2,Bad
22400.0,1777.27,48200.0,900.0,0.0402,2,0.393,Poor,2,Defaulted,13.0,75,1100.0,Yes,39.4,Bad
180100.0,15330.56,73800.0,77700.0,0.4314,4,0.671,Good,2,Mostly Paid,19.8,39,35600.0,No,13.1,Good
48200.0,4142.46,150000.0,8400.0,0.1743,3,0.323,,2,Mostly Paid,21.2,43,1100.0,No,4.8,Bad
54400.0,4263.47,15000.0,31600.0,0.5809,3,0.811,Good,3,Delayed,2.2,20,24100.0,Yes,1.6,Bad
21200.0,1876.84,12000.0,8500.0,0.4009,3,0.552,Excellent,2,All Paid,14.9,58,3300.0,No,4.4,Good
40500.0,3237.1,26700.0,5700.0,0.1407,0,,Fair,3,Defaulted,22.4,59,10200.0,Yes,25.1,Bad
126200.0,10543.8,6200.0,88500.0,0.7013,2,1.0,Fair,4,Defaulted,13.1,31,1900.0,Yes,8.9,Bad
82100.0,6695.43,59900.0,8200.0,0.0999,4,0.219,Excellent,0,Mostly Paid,6.9,28,13000.0,No,7.4,Good
111100.0,8819.45,80300.0,113700.0,1.0234,2,1.0,Fair,5,Delayed,18.8,35,8500.0,No,9.7,Bad
58500.0,4870.65,45500.0,25600.0,0.4376,2,0.567,Fair,3,Mostly Paid,54.0,71,4400.0,No,12.2,Good
44100.0,3388.12,15900.0,61900.0,1.4036,2,1.0,Poor,8,Delayed,12.9,29,4900.0,No,7.9,Bad
62900.0,5325.61,9600.0,1000.0,0.0159,3,0.032,Excellent,0,All Paid,23.9,40,500.0,No,16.8,Good
45400.0,3818.29,21900.0,4400.0,0.0969,4,0.194,Excellent,0,All Paid,3.1,29,6200.0,No,6.5,Good
138700.0,11437.56,67700.0,56300.0,0.4059,1,0.853,Good,3,All Paid,12.1,30,19000.0,No,3.8,Good
43000.0,3948.44,20000.0,32900.0,0.7651,2,0.665,Fair,4,Delayed,,42,17600.0,No,5.6,Bad
90100.0,7260.48,6200.0,800.0,0.0089,6,0.213,Excellent,0,All Paid,17.5,62,11200.0,No,11.8,Good
29600.0,2341.8,16200.0,0.0,0.0,1,0.258,Excellent,2,Mostly Paid,9.5,68,3200.0,No,5.7,Good
95500.0,7734.2,150000.0,8500.0,0.089,0,0.428,Excellent,1,Defaulted,40.4,75,100800.0,No,6.2,Good
178900.0,15316.6,44500.0,102800.0,0.5746,6,0.976,Fair,3,Defaulted,7.4,36,30800.0,Yes,5.9,Bad
81000.0,7020.45,85900.0,35400.0,0.437,3,0.712,Good,4,Mostly Paid,25.6,72,10900.0,No,41.0,Good
73300.0,5823.91,57200.0,9100.0,0.1241,2,0.457,Fair,3,Mostly Paid,28.0,63,10500.0,Yes,24.6,Good
231100.0,19093.22,32200.0,100.0,0.0004,4,0.121,Excellent,0,All Paid,9.3,53,77100.0,No,13.3,Good
84200.0,6858.33,10600.0,20400.0,0.2423,3,0.528,Fair,3,Defaulted,16.5,62,7500.0,Yes,4.8,Bad
39500.0,3181.52,20000.0,3200.0,0.081,1,0.379,Good,2,Mostly Paid,1.7,25,4400.0,No,6.3,Good
42500.0,3333.11,35700.0,17500.0,0.4118,0,0.668,Fair,2,Mostly Paid,5.2,46,12500.0,Yes,12.2,Bad
99400.0,8162.18,76600.0,17600.0,0.1771,4,0.531,Poor,4,Mostly Paid,4.5,72,2000.0,No,43.7,Good
106400.0,9067.64,16000.0,36200.0,0.3402,4,0.466,Good,2,Mostly Paid,27.7,70,43100.0,No,32.0,Good
43500.0,4014.38,9500.0,25000.0,0.5747,3,0.588,Poor,3,Mostly Paid,40.4,72,5400.0,No,7.5,Good
47500.0,3649.45,33600.0,10900.0,0.2295,3,0.359,Fair,3,Mostly Paid,4.0,49,8800.0,Yes,22.4,Bad
300000.0,24791.78,11800.0,36800.0,0.1227,4,0.27,Excellent,1,All Paid,17.4,68,85500.0,No,24.0,Good
27000.0,2292.71,38000.0,11900.0,0.4407,4,0.529,Poor,2,Defaulted,25.3,61,2200.0,Yes,18.3,Bad
53700.0,4158.94,15700.0,5000.0,0.0931,3,0.32,Good,2,Mostly Paid,8.9,35,24200.0,No,11.3,Good
24200.0,2064.55,14200.0,16100.0,0.6653,3,0.975,Fair,4,Mostly Paid,0.1,23,19300.0,No,3.9,Bad
131900.0,11099.69,22800.0,2900.0,0.022,1,0.439,Fair,1,Mostly Paid,16.7,35,18500.0,No,11.8,Good
26300.0,2331.8,36500.0,14200.0,0.5399,2,0.791,Poor,4,Mostly Paid,11.1,36,15000.0,No,12.0,Bad
92900.0,7844.1,32600.0,2700.0,0.0291,1,0.244,Fair,1,Defaulted,6.4,39,500.0,No,12.1,Good
23800.0,1876.28,14800.0,400.0,0.0168,5,,Fair,3,Mostly Paid,2.6,54,11200.0,No,21.2,Good
92600.0,7680.33,82600.0,12500.0,0.135,3,0.381,Fair,1,All Paid,9.3,49,7400.0,No,22.4,Good
140400.0,11464.09,9100.0,120000.0,0.8547,0,0.837,Fair,3,Defaulted,33.5,73,11000.0,Yes,32.7,Bad
53100.0,4517.87,6400.0,65400.0,1.2316,2,0.614,Fair,2,Mostly Paid,24.2,58,3200.0,Yes,7.0,Good
68000.0,5987.34,37300.0,4600.0,0.0676,3,0.338,Fair,3,Mostly Paid,2.3,20,5700.0,No,1.7,Good
53400.0,4542.44,9600.0,2600.0,0.0487,3,0.386,Good,2,Delayed,15.6,45,3100.0,No,6.1,Good
43200.0,3461.0,29600.0,5600.0,0.1296,7,0.44,Good,2,Mostly Paid,1.3,27,20900.0,No,1.1,Good
125700.0,10673.96,111100.0,15500.0,0.1233,1,0.169,Good,1,Delayed,23.9,68,58100.0,Yes,12.7,Good
40600.0,3856.46,47000.0,17400.0,0.4286,2,0.578,Fair,3,All Paid,9.6,52,1400.0,No,7.3,Good
103400.0,8665.3,38600.0,18200.0,0.176,5,0.414,Good,1,Mostly Paid,5.4,46,3700.0,No,5.0,Good
35000.0,3027.56,34900.0,15900.0,0.4543,4,0.941,Fair,3,Mostly Paid,21.0,71,14400.0,Yes,13.5,Bad
38700.0,3360.54,11900.0,16000.0,0.4134,2,0.969,Poor,4,Mostly Paid,9.5,32,4400.0,No,7.4,Bad
46700.0,3570.78,24800.0,12100.0,0.2591,8,0.629,Good,2,Delayed,26.8,50,2200.0,No,6.8,Good
77800.0,6401.11,19700.0,41800.0,0.5373,0,0.88,Fair,5,Mostly Paid,4.3,24,11600.0,Yes,2.1,Bad
59400.0,4847.23,112100.0,3900.0,0.0657,4,0.087,Excellent,0,Mostly Paid,5.8,29,6900.0,No,8.3,Good
108900.0,9241.97,14700.0,5800.0,0.0533,1,0.34,Fair,2,Mostly Paid,19.3,66,5900.0,No,35.4,Good
35600.0,3110.34,27300.0,14800.0,0.4157,1,0.79,Poor,5,Mostly Paid,26.8,47,9600.0,Yes,10.0,Bad
20700.0,1700.85,102400.0,1700.0,0.0821,2,0.177,Good,1,All Paid,8.1,38,4600.0,No,15.3,Bad
117400.0,9668.56,59500.0,100.0,0.0009,2,0.225,Poor,0,All Paid,21.9,48,3000.0,No,15.8,Good
132100.0,10671.01,121900.0,96300.0,0.729,2,1.0,Good,5,Defaulted,19.5,75,69100.0,Yes,15.0,Bad
24000.0,1996.92,37800.0,7000.0,0.2917,5,0.491,Good,1,Mostly Paid,11.3,41,4400.0,No,15.1,Good
81400.0,6592.42,19200.0,14400.0,0.1769,2,0.244,Excellent,0,Mostly Paid,18.3,37,5200.0,No,14.9,Good
50900.0,4025.97,66300.0,19800.0,0.389,1,0.732,Good,2,Mostly Paid,19.4,54,2900.0,No,20.8,Good
122700.0,10410.25,17100.0,14900.0,0.1214,6,0.594,Fair,4,All Paid,3.0,21,4100.0,No,1.0,Good
154900.0,13072.72,11300.0,120000.0,0.7747,0,1.0,Fair,4,Delayed,14.2,45,17600.0,No,4.5,Bad
143700.0,11877.28,47900.0,3100.0,0.0216,4,0.302,Good,2,Mostly Paid,1.1,61,4700.0,No,11.5,Good
117600.0,9486.19,40700.0,36100.0,0.307,2,0.534,Good,2,Mostly Paid,20.6,37,13100.0,No,6.7,Good
40400.0,3201.5,78900.0,18200.0,0.4505,1,0.661,Good,4,Delayed,1.5,41,1800.0,Yes,8.0,Bad
128600.0,10915.32,119400.0,24400.0,0.1897,3,0.353,Poor,1,All Paid,21.5,67,28000.0,No,22.4,Good
69600.0,5893.54,73100.0,29400.0,0.4224,5,0.765,Poor,4,Defaulted,2.7,66,21900.0,No,22.2,Bad
23500.0,1863.97,7200.0,18400.0,0.783,5,0.897,Poor,4,Defaulted,5.3,68,4200.0,No,21.9,Bad
59700.0,4986.75,43200.0,24400.0,0.4087,3,0.818,Fair,4,Defaulted,14.9,49,14100.0,Yes,10.9,Bad
205300.0,16693.37,58800.0,22800.0,0.1111,5,0.27,Good,2,Mostly Paid,26.4,58,114900.0,No,7.2,Good
162200.0,13086.56,145500.0,40200.0,0.2478,1,0.594,Poor,3,All Paid,9.1,53,33500.0,No,14.1,Good
27000.0,2645.43,21400.0,19600.0,0.7259,2,0.86,Poor,3,Mostly Paid,8.7,75,2900.0,No,45.8,Bad
108600.0,9151.31,11500.0,19400.0,0.1786,5,0.74,Poor,2,Mostly Paid,32.6,70,13500.0,No,29.6,Good
126500.0,10542.0,72100.0,43400.0,0.3431,0,0.411,Good,1,All Paid,31.3,51,,No,13.9,Good
40600.0,3303.94,18400.0,7600.0,0.1872,2,0.372,Good,2,Defaulted,5.6,53,1600.0,Yes,5.7,Bad
61500.0,4772.63,36900.0,2400.0,0.039,5,0.205,Excellent,0,All Paid,0.2,19,5300.0,No,0.5,Good
100700.0,8590.31,22300.0,1800.0,0.0179,3,0.625,Fair,3,All Paid,10.4,32,17800.0,No,7.5,Good
57600.0,4572.62,23000.0,52600.0,0.9132,8,0.832,Poor,6,Delayed,1.9,51,13500.0,No,15.2,Bad
27800.0,2457.5,51100.0,7900.0,0.2842,5,0.675,Good,2,Mostly Paid,28.1,53,8500.0,No,4.1,Bad
99500.0,8318.07,20700.0,3300.0,0.0332,1,0.498,Good,2,Mostly Paid,3.4,23,8100.0,No,1.0,Good
177700.0,14797.91,46300.0,103800.0,0.5841,2,0.819,Fair,6,All Paid,0.8,56,6100.0,No,13.6,Good
88700.0,7131.19,5500.0,19700.0,0.2221,2,0.636,Fair,3,Delayed,19.0,59,55500.0,Yes,8.3,Good
116600.0,9458.86,18700.0,51700.0,0.4434,1,1.0,Fair,5,Defaulted,25.5,68,2400.0,No,39.3,Bad
48800.0,4144.65,18400.0,2000.0,0.041,1,0.336,Fair,1,Mostly Paid,24.5,68,1500.0,No,6.3,Good
33200.0,2782.51,53400.0,23600.0,0.7108,5,0.798,Fair,3,Delayed,9.6,75,5000.0,No,45.3,Bad
86900.0,7251.1,18200.0,23300.0,0.2681,3,0.66,Excellent,2,Delayed,52.9,71,30200.0,No,30.2,Good
45800.0,3873.87,40100.0,18400.0,0.4017,3,0.481,Good,1,Delayed,10.9,29,14100.0,No,4.6,Good
147800.0,11929.32,45800.0,1400.0,0.0095,1,0.294,Good,2,Delayed,1.2,20,82600.0,No,1.4,Good
28500.0,2578.03,42600.0,3200.0,0.1123,0,0.541,Fair,3,All Paid,20.4,62,1400.0,No,17.4,Bad
